Teks,Label
Gempa bumi berkekuatan 9.0 melanda Sulawesi Barat dengan getaran kuat pada 24 Februari 2016.,Gempa Bumi
"Terjadi gempa tektonik di Kalimantan Tengah dengan magnitudo 4.7, menyebabkan kehancuran bangunan pada 24 Juli 2021.",Gempa Bumi
Warga Jambi panik akibat getaran kuat gempa berkekuatan 5.0 pada 4 Mei 2021.,Gempa Bumi
Kalimantan Selatan diguncang gempa magnitudo 7.8 yang memicu kehancuran bangunan pada 24 April 2004.,Gempa Bumi
Warga Kalimantan Utara panik akibat goyangan keras gempa berkekuatan 4.7 pada 1 Februari 2021.,Gempa Bumi
Gempa bumi berkekuatan 8.6 melanda Sulawesi Selatan dengan getaran kuat pada 5 Juni 2015.,Gempa Bumi
Bali diguncang gempa magnitudo 7.8 yang memicu retakan dinding pada 28 Desember 2021.,Gempa Bumi
Kalimantan Tengah diguncang gempa magnitudo 7.4 yang memicu retakan dinding pada 10 Juni 2018.,Gempa Bumi
"Terjadi gempa tektonik di Gorontalo dengan magnitudo 7.0, menyebabkan retakan dinding pada 28 Agustus 2010.",Gempa Bumi
Warga Papua panik akibat getaran kuat gempa berkekuatan 6.3 pada 11 September 2022.,Gempa Bumi
"Terjadi gempa tektonik di Sulawesi Utara dengan magnitudo 7.4, menyebabkan retakan dinding pada 26 Oktober 2009.",Gempa Bumi
Kepulauan Riau diguncang gempa magnitudo 7.7 yang memicu kerusakan parah pada 6 Juli 2013.,Gempa Bumi
Bangka Belitung diguncang gempa magnitudo 8.0 yang memicu kerusakan parah pada 6 Februari 2023.,Gempa Bumi
Sulawesi Selatan diguncang gempa magnitudo 8.1 yang memicu retakan dinding pada 27 Maret 2011.,Gempa Bumi
Gempa bumi berkekuatan 8.3 melanda Lampung dengan hentakan dahsyat pada 16 Januari 2015.,Gempa Bumi
Warga Sulawesi Tenggara panik akibat guncangan hebat gempa berkekuatan 4.9 pada 14 Juli 2022.,Gempa Bumi
Lampung diguncang gempa magnitudo 5.8 yang memicu kerusakan parah pada 18 Februari 2021.,Gempa Bumi
Gempa bumi berkekuatan 7.2 melanda Kalimantan Utara dengan hentakan dahsyat pada 5 Mei 2020.,Gempa Bumi
Gempa bumi berkekuatan 6.1 melanda Jawa Tengah dengan getaran kuat pada 23 Juni 2007.,Gempa Bumi
Warga Kepulauan Riau panik akibat goyangan keras gempa berkekuatan 5.0 pada 17 Maret 2016.,Gempa Bumi
Warga Aceh panik akibat guncangan hebat gempa berkekuatan 5.0 pada 9 Juni 2000.,Gempa Bumi
Maluku Utara diguncang gempa magnitudo 8.0 yang memicu runtuhnya rumah pada 28 Juni 2001.,Gempa Bumi
Kalimantan Tengah diguncang gempa magnitudo 4.2 yang memicu kerusakan parah pada 20 April 2015.,Gempa Bumi
Bangka Belitung diguncang gempa magnitudo 7.4 yang memicu runtuhnya rumah pada 16 Desember 2013.,Gempa Bumi
"Terjadi gempa tektonik di Nusa Tenggara Barat dengan magnitudo 8.5, menyebabkan kehancuran bangunan pada 14 November 2014.",Gempa Bumi
Warga Kalimantan Utara panik akibat getaran kuat gempa berkekuatan 7.3 pada 23 Januari 2004.,Gempa Bumi
"Terjadi gempa tektonik di Sumatera Barat dengan magnitudo 8.9, menyebabkan retakan dinding pada 7 Februari 2012.",Gempa Bumi
Gempa bumi berkekuatan 7.4 melanda Sulawesi Tengah dengan guncangan hebat pada 23 September 2015.,Gempa Bumi
Gempa bumi berkekuatan 6.6 melanda Gorontalo dengan hentakan dahsyat pada 1 Mei 2023.,Gempa Bumi
Gempa bumi berkekuatan 6.5 melanda Sulawesi Barat dengan goyangan keras pada 23 Februari 2014.,Gempa Bumi
Gempa bumi berkekuatan 4.5 melanda Maluku dengan getaran kuat pada 12 Februari 2002.,Gempa Bumi
Gempa bumi berkekuatan 8.1 melanda Kalimantan Selatan dengan guncangan hebat pada 24 Mei 2022.,Gempa Bumi
Kepulauan Riau diguncang gempa magnitudo 8.1 yang memicu kehancuran bangunan pada 23 Juni 2005.,Gempa Bumi
Sulawesi Tenggara diguncang gempa magnitudo 4.0 yang memicu kehancuran bangunan pada 19 Januari 2022.,Gempa Bumi
"Terjadi gempa tektonik di Sulawesi Barat dengan magnitudo 8.4, menyebabkan retakan dinding pada 2 September 2012.",Gempa Bumi
Warga Sumatera Barat panik akibat goyangan keras gempa berkekuatan 5.9 pada 16 April 2012.,Gempa Bumi
Sulawesi Tenggara diguncang gempa magnitudo 5.6 yang memicu runtuhnya rumah pada 25 Februari 2019.,Gempa Bumi
Gempa bumi berkekuatan 7.8 melanda Papua Barat dengan goyangan keras pada 12 Mei 2017.,Gempa Bumi
Warga Kalimantan Selatan panik akibat guncangan hebat gempa berkekuatan 5.4 pada 6 April 2012.,Gempa Bumi
"Terjadi gempa tektonik di Nusa Tenggara Barat dengan magnitudo 5.6, menyebabkan kehancuran bangunan pada 28 Februari 2007.",Gempa Bumi
"Terjadi gempa tektonik di Jambi dengan magnitudo 5.6, menyebabkan kerusakan parah pada 14 September 2000.",Gempa Bumi
Gempa bumi berkekuatan 4.3 melanda Banten dengan getaran kuat pada 28 September 2003.,Gempa Bumi
Warga Jakarta panik akibat goyangan keras gempa berkekuatan 7.0 pada 27 Juni 2021.,Gempa Bumi
Gempa bumi berkekuatan 8.1 melanda Bangka Belitung dengan goyangan keras pada 19 Desember 2004.,Gempa Bumi
"Terjadi gempa tektonik di Kepulauan Riau dengan magnitudo 5.2, menyebabkan retakan dinding pada 12 September 2001.",Gempa Bumi
Kalimantan Timur diguncang gempa magnitudo 6.5 yang memicu runtuhnya rumah pada 8 November 2014.,Gempa Bumi
Gempa bumi berkekuatan 6.3 melanda Sulawesi Selatan dengan getaran kuat pada 28 September 2003.,Gempa Bumi
Sulawesi Barat diguncang gempa magnitudo 6.0 yang memicu kerusakan parah pada 3 November 2023.,Gempa Bumi
Warga Gorontalo panik akibat guncangan hebat gempa berkekuatan 8.0 pada 1 Mei 2010.,Gempa Bumi
"Terjadi gempa tektonik di Kalimantan Tengah dengan magnitudo 6.4, menyebabkan kerusakan parah pada 15 Januari 2007.",Gempa Bumi
Sumatera Barat diguncang gempa magnitudo 5.2 yang memicu runtuhnya rumah pada 28 November 2021.,Gempa Bumi
Jawa Barat diguncang gempa magnitudo 6.6 yang memicu retakan dinding pada 19 November 2019.,Gempa Bumi
"Terjadi gempa tektonik di Nusa Tenggara Barat dengan magnitudo 6.2, menyebabkan kerusakan parah pada 17 Mei 2021.",Gempa Bumi
"Terjadi gempa tektonik di Sulawesi Barat dengan magnitudo 7.5, menyebabkan kerusakan parah pada 8 November 2019.",Gempa Bumi
Gempa bumi berkekuatan 4.8 melanda Kalimantan Barat dengan goyangan keras pada 4 Juli 2017.,Gempa Bumi
Sulawesi Tengah diguncang gempa magnitudo 5.5 yang memicu runtuhnya rumah pada 4 Maret 2014.,Gempa Bumi
Sulawesi Utara diguncang gempa magnitudo 4.9 yang memicu kehancuran bangunan pada 11 Juni 2014.,Gempa Bumi
Kalimantan Utara diguncang gempa magnitudo 8.8 yang memicu runtuhnya rumah pada 28 Januari 2004.,Gempa Bumi
Gempa bumi berkekuatan 7.6 melanda Lampung dengan getaran kuat pada 16 September 2010.,Gempa Bumi
Gempa bumi berkekuatan 4.2 melanda Jambi dengan hentakan dahsyat pada 23 Desember 2016.,Gempa Bumi
Gempa bumi berkekuatan 7.1 melanda Papua dengan guncangan hebat pada 22 November 2011.,Gempa Bumi
Warga Jambi panik akibat getaran kuat gempa berkekuatan 4.0 pada 14 Februari 2009.,Gempa Bumi
"Terjadi gempa tektonik di Bengkulu dengan magnitudo 4.2, menyebabkan kerusakan parah pada 8 November 2007.",Gempa Bumi
Kalimantan Utara diguncang gempa magnitudo 8.7 yang memicu retakan dinding pada 22 Agustus 2015.,Gempa Bumi
Aceh diguncang gempa magnitudo 4.5 yang memicu runtuhnya rumah pada 25 Februari 2002.,Gempa Bumi
Gempa bumi berkekuatan 5.5 melanda Gorontalo dengan guncangan hebat pada 1 Oktober 2007.,Gempa Bumi
Gempa bumi berkekuatan 8.6 melanda Kalimantan Utara dengan goyangan keras pada 11 Agustus 2014.,Gempa Bumi
"Terjadi gempa tektonik di Gorontalo dengan magnitudo 7.0, menyebabkan retakan dinding pada 21 Maret 2016.",Gempa Bumi
"Terjadi gempa tektonik di Sulawesi Utara dengan magnitudo 4.4, menyebabkan runtuhnya rumah pada 1 Maret 2009.",Gempa Bumi
Gempa bumi berkekuatan 5.4 melanda Riau dengan hentakan dahsyat pada 11 Juni 2017.,Gempa Bumi
Kalimantan Selatan diguncang gempa magnitudo 4.8 yang memicu kehancuran bangunan pada 4 September 2003.,Gempa Bumi
"Terjadi gempa tektonik di Kalimantan Utara dengan magnitudo 7.4, menyebabkan kerusakan parah pada 24 Januari 2004.",Gempa Bumi
Warga Gorontalo panik akibat guncangan hebat gempa berkekuatan 8.1 pada 15 November 2010.,Gempa Bumi
Warga Sulawesi Barat panik akibat goyangan keras gempa berkekuatan 8.4 pada 4 Desember 2004.,Gempa Bumi
Sumatera Selatan diguncang gempa magnitudo 7.3 yang memicu kerusakan parah pada 13 September 2022.,Gempa Bumi
Warga Kalimantan Selatan panik akibat hentakan dahsyat gempa berkekuatan 4.8 pada 5 April 2011.,Gempa Bumi
Warga Jawa Barat panik akibat getaran kuat gempa berkekuatan 6.9 pada 22 Maret 2023.,Gempa Bumi
Gempa bumi berkekuatan 5.5 melanda Sulawesi Tenggara dengan getaran kuat pada 28 Januari 2018.,Gempa Bumi
Gempa bumi berkekuatan 6.0 melanda Nusa Tenggara Timur dengan guncangan hebat pada 8 September 2013.,Gempa Bumi
Warga Jawa Tengah panik akibat goyangan keras gempa berkekuatan 6.8 pada 26 Juni 2008.,Gempa Bumi
"Terjadi gempa tektonik di Jawa Tengah dengan magnitudo 4.3, menyebabkan retakan dinding pada 3 Januari 2022.",Gempa Bumi
Sumatera Utara diguncang gempa magnitudo 7.8 yang memicu kerusakan parah pada 24 Januari 2014.,Gempa Bumi
Gempa bumi berkekuatan 5.7 melanda Kepulauan Riau dengan hentakan dahsyat pada 18 November 2019.,Gempa Bumi
Warga Nusa Tenggara Timur panik akibat goyangan keras gempa berkekuatan 5.7 pada 17 Agustus 2014.,Gempa Bumi
Gempa bumi berkekuatan 6.6 melanda Papua dengan goyangan keras pada 2 November 2018.,Gempa Bumi
Gempa bumi berkekuatan 4.1 melanda Jambi dengan getaran kuat pada 20 April 2020.,Gempa Bumi
"Terjadi gempa tektonik di Kalimantan Tengah dengan magnitudo 8.9, menyebabkan kehancuran bangunan pada 28 April 2000.",Gempa Bumi
Papua Barat diguncang gempa magnitudo 8.9 yang memicu retakan dinding pada 21 Maret 2023.,Gempa Bumi
Gempa bumi berkekuatan 4.5 melanda Lampung dengan guncangan hebat pada 5 Juli 2016.,Gempa Bumi
Gempa bumi berkekuatan 4.3 melanda Bali dengan guncangan hebat pada 27 Mei 2001.,Gempa Bumi
"Terjadi gempa tektonik di Nusa Tenggara Barat dengan magnitudo 6.9, menyebabkan runtuhnya rumah pada 6 Juli 2011.",Gempa Bumi
Jawa Timur diguncang gempa magnitudo 5.6 yang memicu kerusakan parah pada 8 Agustus 2010.,Gempa Bumi
Gempa bumi berkekuatan 7.8 melanda Sulawesi Utara dengan goyangan keras pada 21 Februari 2017.,Gempa Bumi
Gempa bumi berkekuatan 7.4 melanda Sumatera Barat dengan hentakan dahsyat pada 28 Maret 2006.,Gempa Bumi
"Terjadi gempa tektonik di Maluku dengan magnitudo 6.5, menyebabkan runtuhnya rumah pada 1 Januari 2009.",Gempa Bumi
Warga Sumatera Utara panik akibat guncangan hebat gempa berkekuatan 8.8 pada 13 Maret 2018.,Gempa Bumi
Gempa bumi berkekuatan 4.1 melanda Yogyakarta dengan guncangan hebat pada 8 Agustus 2018.,Gempa Bumi
"Terjadi gempa tektonik di Kepulauan Riau dengan magnitudo 4.6, menyebabkan runtuhnya rumah pada 20 April 2018.",Gempa Bumi
Gempa bumi berkekuatan 7.8 melanda Kalimantan Tengah dengan hentakan dahsyat pada 12 Januari 2004.,Gempa Bumi
Warga Yogyakarta panik akibat hentakan dahsyat gempa berkekuatan 6.4 pada 25 Oktober 2020.,Gempa Bumi
Bangka Belitung diguncang gempa magnitudo 4.3 yang memicu runtuhnya rumah pada 16 Maret 2007.,Gempa Bumi
"Terjadi gempa tektonik di Sumatera Barat dengan magnitudo 6.8, menyebabkan kerusakan parah pada 25 Juli 2019.",Gempa Bumi
Kepulauan Riau diguncang gempa magnitudo 8.1 yang memicu kehancuran bangunan pada 5 Agustus 2021.,Gempa Bumi
Jawa Tengah diguncang gempa magnitudo 5.4 yang memicu runtuhnya rumah pada 15 Agustus 2018.,Gempa Bumi
Gempa bumi berkekuatan 8.8 melanda Yogyakarta dengan guncangan hebat pada 26 Februari 2006.,Gempa Bumi
Warga Jawa Barat panik akibat getaran kuat gempa berkekuatan 5.0 pada 1 Juli 2015.,Gempa Bumi
Sulawesi Barat diguncang gempa magnitudo 6.0 yang memicu retakan dinding pada 10 November 2013.,Gempa Bumi
Sumatera Barat diguncang gempa magnitudo 5.5 yang memicu runtuhnya rumah pada 18 Agustus 2001.,Gempa Bumi
Warga Bangka Belitung panik akibat hentakan dahsyat gempa berkekuatan 8.2 pada 10 September 2004.,Gempa Bumi
"Terjadi gempa tektonik di Sulawesi Barat dengan magnitudo 6.7, menyebabkan runtuhnya rumah pada 16 Maret 2015.",Gempa Bumi
"Terjadi gempa tektonik di Lampung dengan magnitudo 5.7, menyebabkan retakan dinding pada 22 Maret 2009.",Gempa Bumi
Sulawesi Selatan diguncang gempa magnitudo 4.8 yang memicu kerusakan parah pada 14 Desember 2009.,Gempa Bumi
"Terjadi gempa tektonik di Jambi dengan magnitudo 4.3, menyebabkan retakan dinding pada 13 Februari 2016.",Gempa Bumi
Papua Barat diguncang gempa magnitudo 5.1 yang memicu runtuhnya rumah pada 4 September 2011.,Gempa Bumi
Warga Sumatera Selatan panik akibat hentakan dahsyat gempa berkekuatan 7.3 pada 24 Juli 2019.,Gempa Bumi
Sumatera Utara diguncang gempa magnitudo 4.1 yang memicu kehancuran bangunan pada 11 Oktober 2012.,Gempa Bumi
"Terjadi gempa tektonik di Kalimantan Barat dengan magnitudo 7.9, menyebabkan runtuhnya rumah pada 7 September 2008.",Gempa Bumi
Gempa bumi berkekuatan 7.4 melanda Kalimantan Timur dengan getaran kuat pada 22 Februari 2013.,Gempa Bumi
Warga Bengkulu panik akibat goyangan keras gempa berkekuatan 5.2 pada 5 September 2001.,Gempa Bumi
Kepulauan Riau diguncang gempa magnitudo 7.6 yang memicu kerusakan parah pada 27 Agustus 2007.,Gempa Bumi
Jawa Tengah diguncang gempa magnitudo 5.8 yang memicu runtuhnya rumah pada 18 Oktober 2017.,Gempa Bumi
Gempa bumi berkekuatan 7.1 melanda Banten dengan hentakan dahsyat pada 28 Maret 2023.,Gempa Bumi
"Terjadi gempa tektonik di Aceh dengan magnitudo 5.1, menyebabkan runtuhnya rumah pada 11 Oktober 2017.",Gempa Bumi
"Terjadi gempa tektonik di Maluku dengan magnitudo 6.8, menyebabkan retakan dinding pada 4 Januari 2020.",Gempa Bumi
"Terjadi gempa tektonik di Papua Barat dengan magnitudo 6.7, menyebabkan retakan dinding pada 28 Februari 2007.",Gempa Bumi
Gempa bumi berkekuatan 6.2 melanda Kalimantan Tengah dengan hentakan dahsyat pada 21 September 2007.,Gempa Bumi
Riau diguncang gempa magnitudo 7.1 yang memicu kehancuran bangunan pada 9 Januari 2012.,Gempa Bumi
Warga Papua panik akibat guncangan hebat gempa berkekuatan 5.9 pada 17 Juli 2002.,Gempa Bumi
Gempa bumi berkekuatan 5.3 melanda Sulawesi Barat dengan getaran kuat pada 11 Maret 2003.,Gempa Bumi
"Terjadi gempa tektonik di Jawa Barat dengan magnitudo 5.2, menyebabkan kerusakan parah pada 16 April 2019.",Gempa Bumi
"Terjadi gempa tektonik di Jawa Barat dengan magnitudo 6.3, menyebabkan kerusakan parah pada 16 Desember 2022.",Gempa Bumi
Jawa Timur diguncang gempa magnitudo 6.5 yang memicu retakan dinding pada 19 Mei 2019.,Gempa Bumi
Kalimantan Timur diguncang gempa magnitudo 5.0 yang memicu kerusakan parah pada 27 April 2017.,Gempa Bumi
Warga Jakarta panik akibat goyangan keras gempa berkekuatan 8.0 pada 5 Desember 2013.,Gempa Bumi
Bali diguncang gempa magnitudo 5.4 yang memicu runtuhnya rumah pada 28 Juni 2015.,Gempa Bumi
Yogyakarta diguncang gempa magnitudo 4.1 yang memicu kerusakan parah pada 9 Februari 2011.,Gempa Bumi
Nusa Tenggara Timur diguncang gempa magnitudo 9.0 yang memicu kehancuran bangunan pada 2 Juli 2014.,Gempa Bumi
Sulawesi Tengah diguncang gempa magnitudo 7.6 yang memicu runtuhnya rumah pada 4 November 2005.,Gempa Bumi
Lampung diguncang gempa magnitudo 8.6 yang memicu runtuhnya rumah pada 24 November 2023.,Gempa Bumi
Gempa bumi berkekuatan 8.1 melanda Sulawesi Utara dengan hentakan dahsyat pada 17 Mei 2019.,Gempa Bumi
Warga Kalimantan Utara panik akibat guncangan hebat gempa berkekuatan 8.5 pada 1 Februari 2007.,Gempa Bumi
Sulawesi Selatan diguncang gempa magnitudo 5.4 yang memicu retakan dinding pada 22 Agustus 2007.,Gempa Bumi
"Terjadi gempa tektonik di Bali dengan magnitudo 6.8, menyebabkan retakan dinding pada 5 Juli 2006.",Gempa Bumi
Kalimantan Selatan diguncang gempa magnitudo 7.0 yang memicu kehancuran bangunan pada 22 Mei 2017.,Gempa Bumi
"Terjadi gempa tektonik di Lampung dengan magnitudo 6.8, menyebabkan kerusakan parah pada 27 Juli 2012.",Gempa Bumi
Gempa bumi berkekuatan 6.6 melanda Sulawesi Selatan dengan hentakan dahsyat pada 20 November 2016.,Gempa Bumi
Warga Jambi panik akibat guncangan hebat gempa berkekuatan 9.0 pada 21 Desember 2004.,Gempa Bumi
Gempa bumi berkekuatan 7.0 melanda Maluku dengan hentakan dahsyat pada 23 Maret 2022.,Gempa Bumi
Warga Yogyakarta panik akibat hentakan dahsyat gempa berkekuatan 5.3 pada 17 Mei 2016.,Gempa Bumi
Warga Jambi panik akibat goyangan keras gempa berkekuatan 4.3 pada 18 Desember 2007.,Gempa Bumi
Gempa bumi berkekuatan 7.0 melanda Papua Barat dengan guncangan hebat pada 12 Oktober 2019.,Gempa Bumi
Warga Sulawesi Tenggara panik akibat goyangan keras gempa berkekuatan 5.4 pada 25 Agustus 2003.,Gempa Bumi
Sulawesi Selatan diguncang gempa magnitudo 5.0 yang memicu kehancuran bangunan pada 3 Juli 2002.,Gempa Bumi
Warga Kepulauan Riau panik akibat hentakan dahsyat gempa berkekuatan 6.7 pada 3 Februari 2016.,Gempa Bumi
Nusa Tenggara Timur diguncang gempa magnitudo 6.3 yang memicu runtuhnya rumah pada 16 November 2008.,Gempa Bumi
Gempa bumi berkekuatan 6.7 melanda Yogyakarta dengan hentakan dahsyat pada 10 Januari 2002.,Gempa Bumi
Warga Jawa Timur panik akibat goyangan keras gempa berkekuatan 8.1 pada 5 Mei 2003.,Gempa Bumi
Warga Papua Barat panik akibat goyangan keras gempa berkekuatan 6.6 pada 25 Juni 2022.,Gempa Bumi
Gempa bumi berkekuatan 4.2 melanda Papua dengan goyangan keras pada 15 September 2019.,Gempa Bumi
Warga Kalimantan Tengah panik akibat hentakan dahsyat gempa berkekuatan 5.8 pada 27 September 2001.,Gempa Bumi
Warga Sulawesi Selatan panik akibat getaran kuat gempa berkekuatan 4.6 pada 4 Februari 2011.,Gempa Bumi
Lampung diguncang gempa magnitudo 7.2 yang memicu runtuhnya rumah pada 10 Oktober 2023.,Gempa Bumi
Sumatera Barat diguncang gempa magnitudo 4.9 yang memicu runtuhnya rumah pada 16 April 2002.,Gempa Bumi
Kepulauan Riau diguncang gempa magnitudo 4.5 yang memicu runtuhnya rumah pada 4 Agustus 2003.,Gempa Bumi
Gempa bumi berkekuatan 7.7 melanda Sulawesi Tengah dengan getaran kuat pada 3 Juli 2013.,Gempa Bumi
Kalimantan Timur diguncang gempa magnitudo 8.0 yang memicu kehancuran bangunan pada 9 Oktober 2002.,Gempa Bumi
Nusa Tenggara Barat diguncang gempa magnitudo 8.1 yang memicu kerusakan parah pada 9 Desember 2004.,Gempa Bumi
Gempa bumi berkekuatan 4.7 melanda Jawa Barat dengan guncangan hebat pada 27 Agustus 2017.,Gempa Bumi
Sulawesi Tenggara diguncang gempa magnitudo 8.5 yang memicu runtuhnya rumah pada 21 Maret 2009.,Gempa Bumi
"Terjadi gempa tektonik di Sumatera Utara dengan magnitudo 5.8, menyebabkan kerusakan parah pada 14 Desember 2020.",Gempa Bumi
Maluku diguncang gempa magnitudo 7.9 yang memicu kehancuran bangunan pada 26 November 2014.,Gempa Bumi
Papua diguncang gempa magnitudo 6.1 yang memicu kehancuran bangunan pada 8 Juni 2003.,Gempa Bumi
Gempa bumi berkekuatan 6.9 melanda Riau dengan hentakan dahsyat pada 6 Juli 2020.,Gempa Bumi
Gempa bumi berkekuatan 4.8 melanda Jawa Barat dengan hentakan dahsyat pada 7 Oktober 2009.,Gempa Bumi
Gempa bumi berkekuatan 7.1 melanda Maluku Utara dengan goyangan keras pada 18 Agustus 2017.,Gempa Bumi
Gempa bumi berkekuatan 8.1 melanda Nusa Tenggara Barat dengan getaran kuat pada 24 Desember 2019.,Gempa Bumi
Jakarta diguncang gempa magnitudo 5.2 yang memicu kerusakan parah pada 26 Mei 2018.,Gempa Bumi
Gempa bumi berkekuatan 5.4 melanda Kalimantan Selatan dengan goyangan keras pada 14 Januari 2005.,Gempa Bumi
Warga Sulawesi Barat panik akibat goyangan keras gempa berkekuatan 4.5 pada 26 Januari 2004.,Gempa Bumi
Sulawesi Tengah diguncang gempa magnitudo 7.4 yang memicu retakan dinding pada 4 Desember 2002.,Gempa Bumi
Maluku Utara diguncang gempa magnitudo 8.2 yang memicu kehancuran bangunan pada 14 April 2001.,Gempa Bumi
"Terjadi gempa tektonik di Jawa Barat dengan magnitudo 6.1, menyebabkan retakan dinding pada 25 November 2014.",Gempa Bumi
"Terjadi gempa tektonik di Maluku Utara dengan magnitudo 8.9, menyebabkan kehancuran bangunan pada 4 Januari 2011.",Gempa Bumi
"Terjadi gempa tektonik di Sumatera Barat dengan magnitudo 6.0, menyebabkan kehancuran bangunan pada 26 Februari 2017.",Gempa Bumi
Jawa Tengah diguncang gempa magnitudo 7.7 yang memicu runtuhnya rumah pada 2 Februari 2012.,Gempa Bumi
"Terjadi gempa tektonik di Bali dengan magnitudo 8.8, menyebabkan kerusakan parah pada 5 April 2012.",Gempa Bumi
Warga Maluku panik akibat guncangan hebat gempa berkekuatan 5.4 pada 3 Juni 2015.,Gempa Bumi
Kalimantan Barat diguncang gempa magnitudo 8.1 yang memicu kehancuran bangunan pada 24 Januari 2007.,Gempa Bumi
"Terjadi gempa tektonik di Kepulauan Riau dengan magnitudo 5.0, menyebabkan kehancuran bangunan pada 8 Oktober 2020.",Gempa Bumi
Gempa bumi berkekuatan 7.9 melanda Bali dengan guncangan hebat pada 1 Desember 2010.,Gempa Bumi
Gempa bumi berkekuatan 6.8 melanda Jakarta dengan guncangan hebat pada 8 April 2019.,Gempa Bumi
Jawa Tengah diguncang gempa magnitudo 8.8 yang memicu kerusakan parah pada 16 Januari 2000.,Gempa Bumi
Gempa bumi berkekuatan 7.7 melanda Bengkulu dengan hentakan dahsyat pada 6 April 2003.,Gempa Bumi
"Terjadi gempa tektonik di Sulawesi Tenggara dengan magnitudo 5.9, menyebabkan kerusakan parah pada 9 November 2009.",Gempa Bumi
Warga Papua Barat panik akibat guncangan hebat gempa berkekuatan 6.1 pada 12 September 2023.,Gempa Bumi
Warga Maluku panik akibat guncangan hebat gempa berkekuatan 4.3 pada 11 Agustus 2013.,Gempa Bumi
Kalimantan Selatan diguncang gempa magnitudo 8.8 yang memicu runtuhnya rumah pada 21 Oktober 2023.,Gempa Bumi
Warga Kepulauan Riau panik akibat guncangan hebat gempa berkekuatan 5.2 pada 28 September 2017.,Gempa Bumi
"Terjadi gempa tektonik di Jawa Timur dengan magnitudo 5.8, menyebabkan runtuhnya rumah pada 12 November 2017.",Gempa Bumi
Jawa Timur diguncang gempa magnitudo 7.7 yang memicu runtuhnya rumah pada 2 September 2009.,Gempa Bumi
Papua diguncang gempa magnitudo 8.1 yang memicu kehancuran bangunan pada 14 November 2009.,Gempa Bumi
"Terjadi gempa tektonik di Papua Barat dengan magnitudo 5.2, menyebabkan runtuhnya rumah pada 27 Desember 2012.",Gempa Bumi
Kalimantan Utara diguncang gempa magnitudo 6.4 yang memicu kehancuran bangunan pada 10 Juli 2011.,Gempa Bumi
"Terjadi gempa tektonik di Sulawesi Tengah dengan magnitudo 8.3, menyebabkan retakan dinding pada 2 Juni 2006.",Gempa Bumi
Gempa bumi berkekuatan 8.1 melanda Yogyakarta dengan hentakan dahsyat pada 13 Desember 2002.,Gempa Bumi
"Terjadi gempa tektonik di Riau dengan magnitudo 4.5, menyebabkan kehancuran bangunan pada 25 Juni 2012.",Gempa Bumi
"Terjadi gempa tektonik di Jawa Timur dengan magnitudo 5.2, menyebabkan kerusakan parah pada 8 Mei 2012.",Gempa Bumi
Warga Jawa Timur panik akibat goyangan keras gempa berkekuatan 5.5 pada 1 November 2007.,Gempa Bumi
Gempa bumi berkekuatan 5.3 melanda Kalimantan Tengah dengan goyangan keras pada 26 April 2008.,Gempa Bumi
Kalimantan Timur diguncang gempa magnitudo 4.1 yang memicu kerusakan parah pada 21 November 2002.,Gempa Bumi
Warga Sulawesi Tengah panik akibat goyangan keras gempa berkekuatan 4.1 pada 26 Juni 2001.,Gempa Bumi
Warga Aceh panik akibat guncangan hebat gempa berkekuatan 5.2 pada 21 Juli 2011.,Gempa Bumi
Bengkulu diguncang gempa magnitudo 6.0 yang memicu kehancuran bangunan pada 25 Desember 2021.,Gempa Bumi
Warga Kepulauan Riau panik akibat getaran kuat gempa berkekuatan 7.4 pada 6 Oktober 2006.,Gempa Bumi
Gempa bumi berkekuatan 4.2 melanda Sulawesi Selatan dengan guncangan hebat pada 6 Agustus 2014.,Gempa Bumi
"Terjadi gempa tektonik di Kalimantan Utara dengan magnitudo 4.2, menyebabkan runtuhnya rumah pada 15 Juni 2010.",Gempa Bumi
"Terjadi gempa tektonik di Banten dengan magnitudo 8.8, menyebabkan runtuhnya rumah pada 11 Juni 2005.",Gempa Bumi
Gempa bumi berkekuatan 7.1 melanda Yogyakarta dengan goyangan keras pada 25 November 2016.,Gempa Bumi
Sulawesi Tenggara diguncang gempa magnitudo 9.0 yang memicu runtuhnya rumah pada 21 September 2002.,Gempa Bumi
"Terjadi gempa tektonik di Kalimantan Tengah dengan magnitudo 4.1, menyebabkan runtuhnya rumah pada 4 Juli 2009.",Gempa Bumi
Papua diguncang gempa magnitudo 4.2 yang memicu kerusakan parah pada 11 November 2023.,Gempa Bumi
Gempa bumi berkekuatan 7.0 melanda Sulawesi Selatan dengan getaran kuat pada 25 November 2017.,Gempa Bumi
Kalimantan Utara diguncang gempa magnitudo 5.1 yang memicu runtuhnya rumah pada 23 Januari 2011.,Gempa Bumi
Jawa Timur diguncang gempa magnitudo 5.8 yang memicu kehancuran bangunan pada 4 Maret 2003.,Gempa Bumi
Warga Kalimantan Tengah panik akibat goyangan keras gempa berkekuatan 7.1 pada 25 April 2002.,Gempa Bumi
"Terjadi gempa tektonik di Papua dengan magnitudo 5.9, menyebabkan retakan dinding pada 25 Mei 2003.",Gempa Bumi
Papua diguncang gempa magnitudo 7.9 yang memicu retakan dinding pada 3 November 2022.,Gempa Bumi
Warga Bali panik akibat hentakan dahsyat gempa berkekuatan 4.5 pada 7 Mei 2016.,Gempa Bumi
